request_id,user_id,system_requested,access_level,department_at_request,request_date,approval_date,provisioned_date,approver_id,approval_status,business_justification_present,provisioned_before_approval_flag,missing_approval_flag
AR00427,U0219,AWS Console,standard,Graduate Programs,2026-02-20,2026-02-22,2026-02-25,U0136,approved,TRUE,FALSE,FALSE
AR00428,U0496,Microsoft 365,standard,Admissions,2026-05-04,2026-05-07,2026-05-10,U0193,approved,FALSE,FALSE,FALSE
AR00429,U0313,Tableau,elevated,Graduate Programs,2026-05-04,2026-05-04,2026-05-06,U0429,approved,TRUE,FALSE,FALSE
AR00430,U0079,VPN,standard,Finance,2026-04-29,2026-05-03,2026-05-05,U0282,approved,TRUE,FALSE,FALSE
AR00431,U0070,AWS Console,standard,Research Administration,2026-02-18,2026-02-23,2026-02-26,U0368,approved,TRUE,FALSE,FALSE
AR00432,U0474,Tableau,admin,Data Analytics,2026-04-06,2026-04-06,2026-04-06,U0289,approved,TRUE,FALSE,FALSE
AR00433,U0064,Tableau,admin,Human Resources,2026-02-11,2026-02-16,2026-02-19,U0139,approved,TRUE,FALSE,FALSE
AR00434,U0189,Workday,standard,Procurement,2026-04-19,2026-04-21,2026-04-21,U0021,approved,TRUE,FALSE,FALSE
AR00435,U0358,VPN,standard,Information Technology,2026-04-27,,,,denied,TRUE,FALSE,FALSE
AR00436,U0297,VPN,standard,Research Administration,2026-01-24,2026-01-29,2026-01-29,U0193,approved,FALSE,FALSE,FALSE
AR00437,U0266,Microsoft 365,elevated,Finance,2026-02-12,2026-02-16,2026-02-19,U0152,approved,TRUE,FALSE,FALSE
AR00438,U0376,Tableau,elevated,Procurement,2026-01-23,2026-01-25,2026-01-27,U0394,approved,TRUE,FALSE,FALSE
AR00439,U0477,Tableau,standard,Human Resources,2026-01-02,,2026-01-02,,denied,TRUE,FALSE,TRUE
AR00440,U0397,Tableau,standard,Student Affairs,2026-03-15,2026-03-16,2026-03-17,U0187,approved,TRUE,FALSE,FALSE
AR00441,U0250,VPN,standard,Operations,2026-01-29,2026-01-30,2026-01-29,U0113,approved,TRUE,TRUE,FALSE
AR00442,U0415,Microsoft 365,standard,Graduate Programs,2026-04-15,2026-04-20,2026-04-22,U0070,approved,FALSE,FALSE,FALSE
AR00443,U0044,Tableau,standard,Information Technology,2026-01-17,2026-01-20,2026-01-20,U0249,approved,TRUE,FALSE,FALSE
AR00444,U0005,Workday,standard,Admissions,2026-01-02,2026-01-02,2026-01-02,U0038,approved,TRUE,FALSE,FALSE
AR00445,U0193,ServiceNow,admin,Graduate Programs,2026-05-02,2026-05-04,2026-05-06,U0172,approved,TRUE,FALSE,FALSE
AR00446,U0419,Microsoft 365,admin,Operations,2026-04-13,2026-04-15,2026-04-15,U0181,approved,TRUE,FALSE,FALSE
AR00447,U0358,Tableau,elevated,Information Technology,2026-02-05,2026-02-07,2026-02-08,U0272,approved,TRUE,FALSE,FALSE
AR00448,U0317,AWS Console,standard,Information Technology,2026-02-18,2026-02-20,2026-02-18,U0474,approved,TRUE,TRUE,FALSE
AR00449,U0448,Workday,admin,Information Technology,2026-03-25,2026-03-28,2026-03-28,U0254,approved,TRUE,FALSE,FALSE
AR00450,U0481,AWS Console,admin,Graduate Programs,2026-01-26,2026-01-31,2026-01-31,U0118,approved,FALSE,FALSE,FALSE
AR00451,U0408,Salesforce,standard,Procurement,2026-05-21,,,,denied,TRUE,FALSE,FALSE
AR00452,U0489,Salesforce,standard,Operations,2026-05-19,2026-05-24,2026-05-24,U0373,approved,TRUE,FALSE,FALSE
AR00453,U0223,Workday,standard,Student Affairs,2026-03-25,,,,pending,TRUE,FALSE,FALSE
AR00454,U0132,AWS Console,admin,Finance,2026-02-01,2026-02-06,2026-02-08,U0326,approved,FALSE,FALSE,FALSE
AR00455,U0478,Salesforce,standard,Procurement,2026-04-07,,,,pending,TRUE,FALSE,FALSE
AR00456,U0335,Tableau,elevated,Graduate Programs,2026-02-27,2026-02-27,2026-02-28,U0073,approved,TRUE,FALSE,FALSE
AR00457,U0060,Oracle Financials,standard,Human Resources,2026-03-22,,2026-03-22,,denied,TRUE,FALSE,TRUE
AR00458,U0303,Microsoft 365,elevated,Finance,2026-04-19,2026-04-20,2026-04-21,U0340,approved,FALSE,FALSE,FALSE
AR00459,U0005,AWS Console,standard,Admissions,2026-03-17,2026-03-18,2026-03-19,U0234,approved,TRUE,FALSE,FALSE
AR00460,U0383,Workday,standard,Graduate Programs,2026-03-21,2026-03-26,2026-03-27,U0145,approved,TRUE,FALSE,FALSE
AR00461,U0254,ServiceNow,elevated,Information Technology,2026-04-07,2026-04-12,2026-04-13,U0094,approved,TRUE,FALSE,FALSE
AR00462,U0444,VPN,elevated,Operations,2026-04-11,2026-04-12,2026-04-15,U0465,approved,TRUE,FALSE,FALSE
AR00463,U0348,AWS Console,admin,Graduate Programs,2026-04-11,2026-04-13,2026-04-14,U0146,approved,TRUE,FALSE,FALSE
AR00464,U0281,Tableau,standard,Information Technology,2026-03-24,2026-03-24,2026-03-26,U0394,approved,TRUE,FALSE,FALSE
AR00465,U0235,VPN,standard,Student Affairs,2026-04-24,2026-04-25,2026-04-26,U0087,approved,TRUE,FALSE,FALSE
AR00466,U0377,Workday,standard,Procurement,2026-05-28,2026-05-29,2026-06-01,U0422,approved,TRUE,FALSE,FALSE
AR00467,U0348,VPN,admin,Graduate Programs,2026-01-25,2026-01-25,2026-01-27,U0478,approved,TRUE,FALSE,FALSE
AR00468,U0497,VPN,standard,Information Technology,2026-04-14,2026-04-17,2026-04-18,U0193,approved,TRUE,FALSE,FALSE
AR00469,U0335,Tableau,elevated,Graduate Programs,2026-01-23,2026-01-26,2026-01-29,U0332,approved,TRUE,FALSE,FALSE
AR00470,U0062,Salesforce,standard,Information Technology,2026-05-06,2026-05-06,2026-05-09,U0131,approved,FALSE,FALSE,FALSE
AR00471,U0141,Salesforce,elevated,Procurement,2026-02-16,2026-02-19,2026-02-20,U0349,approved,FALSE,FALSE,FALSE
AR00472,U0033,VPN,standard,Finance,2026-01-06,2026-01-10,2026-01-10,U0386,approved,TRUE,FALSE,FALSE
AR00473,U0386,Microsoft 365,admin,Student Affairs,2026-01-31,2026-01-31,2026-02-02,U0113,approved,FALSE,FALSE,FALSE
AR00474,U0066,Microsoft 365,standard,Information Technology,2026-01-23,2026-01-23,2026-01-25,U0021,approved,TRUE,FALSE,FALSE
AR00475,U0187,VPN,standard,Information Technology,2026-01-01,2026-01-05,2026-01-07,U0479,approved,TRUE,FALSE,FALSE
AR00476,U0338,AWS Console,standard,Admissions,2026-05-06,2026-05-08,2026-05-09,U0498,approved,TRUE,FALSE,FALSE
AR00477,U0353,Salesforce,standard,Procurement,2026-01-12,2026-01-13,2026-01-14,U0152,approved,TRUE,FALSE,FALSE
AR00478,U0303,Oracle Financials,standard,Finance,2026-06-09,2026-06-12,2026-06-10,U0143,approved,TRUE,TRUE,FALSE
AR00479,U0205,AWS Console,standard,Graduate Programs,2026-03-07,2026-03-11,2026-03-13,U0087,approved,FALSE,FALSE,FALSE
AR00480,U0325,Microsoft 365,elevated,Human Resources,2026-05-25,2026-05-26,2026-05-27,U0298,approved,TRUE,FALSE,FALSE
AR00481,U0404,Tableau,standard,Admissions,2026-06-04,2026-06-04,2026-06-07,U0273,approved,TRUE,FALSE,FALSE
AR00482,U0034,Oracle Financials,standard,Student Affairs,2026-04-03,,,,pending,TRUE,FALSE,FALSE
AR00483,U0409,Microsoft 365,standard,Admissions,2026-01-26,2026-01-26,2026-01-26,U0191,approved,FALSE,FALSE,FALSE
AR00484,U0090,ServiceNow,standard,Finance,2026-05-06,2026-05-08,2026-05-08,U0283,approved,TRUE,FALSE,FALSE
AR00485,U0460,Workday,standard,Student Affairs,2026-04-10,2026-04-14,2026-04-17,U0340,approved,TRUE,FALSE,FALSE
AR00486,U0245,VPN,standard,Research Administration,2026-05-12,2026-05-15,2026-05-14,U0087,approved,TRUE,TRUE,FALSE
AR00487,U0028,Oracle Financials,elevated,Information Technology,2026-03-05,2026-03-06,2026-03-08,U0233,approved,TRUE,FALSE,FALSE
AR00488,U0142,Tableau,standard,Graduate Programs,2026-02-28,2026-03-02,2026-03-04,U0478,approved,TRUE,FALSE,FALSE
AR00489,U0433,Salesforce,standard,Operations,2026-01-20,2026-01-24,2026-01-21,U0104,approved,FALSE,TRUE,FALSE
AR00490,U0147,AWS Console,elevated,Student Affairs,2026-01-03,,,,denied,TRUE,FALSE,FALSE
AR00491,U0246,AWS Console,standard,Data Analytics,2026-05-17,2026-05-18,2026-05-18,U0304,approved,TRUE,FALSE,FALSE
AR00492,U0366,Tableau,elevated,Human Resources,2026-03-30,2026-04-03,2026-04-03,U0478,approved,TRUE,FALSE,FALSE
AR00493,U0494,VPN,standard,Graduate Programs,2026-05-15,,,,pending,TRUE,FALSE,FALSE
AR00494,U0069,Oracle Financials,admin,Finance,2026-04-19,2026-04-19,2026-04-20,U0485,approved,TRUE,FALSE,FALSE
AR00495,U0436,Salesforce,standard,Operations,2026-05-04,2026-05-09,2026-05-10,U0368,approved,TRUE,FALSE,FALSE
AR00496,U0476,Workday,admin,Data Analytics,2026-06-08,2026-06-12,2026-06-14,U0004,approved,TRUE,FALSE,FALSE
AR00497,U0003,Oracle Financials,elevated,Information Technology,2026-02-17,2026-02-20,2026-02-21,U0208,approved,TRUE,FALSE,FALSE
AR00498,U0468,AWS Console,standard,Admissions,2026-03-06,2026-03-08,2026-03-09,U0152,approved,TRUE,FALSE,FALSE
AR00499,U0275,ServiceNow,standard,Admissions,2026-04-23,2026-04-25,2026-04-25,U0084,approved,TRUE,FALSE,FALSE
AR00500,U0184,Microsoft 365,standard,Procurement,2026-03-14,2026-03-16,2026-03-17,U0371,approved,TRUE,FALSE,FALSE
AR00501,U0486,AWS Console,admin,Human Resources,2026-03-10,2026-03-15,2026-03-17,U0260,approved,TRUE,FALSE,FALSE
AR00502,U0400,Tableau,standard,Research Administration,2026-04-10,2026-04-10,2026-04-12,U0387,approved,FALSE,FALSE,FALSE
AR00503,U0257,Workday,elevated,Admissions,2026-03-02,2026-03-06,2026-03-09,U0207,approved,TRUE,FALSE,FALSE
AR00504,U0145,AWS Console,standard,Human Resources,2026-04-20,2026-04-21,2026-04-21,U0271,approved,TRUE,FALSE,FALSE
AR00505,U0443,ServiceNow,admin,Student Affairs,2026-03-05,2026-03-10,2026-03-10,U0242,approved,TRUE,FALSE,FALSE
AR00506,U0258,VPN,standard,Information Technology,2026-06-01,2026-06-02,2026-06-04,U0077,approved,TRUE,FALSE,FALSE
AR00507,U0099,VPN,standard,Human Resources,2026-06-07,2026-06-10,2026-06-11,U0191,approved,TRUE,FALSE,FALSE
AR00508,U0114,Oracle Financials,standard,Graduate Programs,2026-01-16,2026-01-16,2026-01-18,U0152,approved,TRUE,FALSE,FALSE
AR00509,U0483,Oracle Financials,elevated,Student Affairs,2026-03-05,2026-03-05,2026-03-02,U0022,approved,TRUE,TRUE,FALSE
AR00510,U0147,AWS Console,standard,Student Affairs,2026-06-05,2026-06-08,2026-06-10,U0478,approved,TRUE,FALSE,FALSE
AR00511,U0058,Salesforce,standard,Data Analytics,2026-05-22,2026-05-27,2026-05-29,U0186,approved,TRUE,FALSE,FALSE
AR00512,U0122,ServiceNow,standard,Research Administration,2026-04-09,2026-04-14,2026-04-14,U0324,approved,TRUE,FALSE,FALSE
AR00513,U0301,Microsoft 365,standard,Operations,2026-04-25,,,,pending,TRUE,FALSE,FALSE
AR00514,U0176,ServiceNow,elevated,Operations,2026-02-21,2026-02-22,2026-02-24,U0079,approved,TRUE,FALSE,FALSE
AR00515,U0389,Oracle Financials,elevated,Research Administration,2026-04-25,2026-04-25,2026-04-25,U0208,approved,FALSE,FALSE,FALSE
AR00516,U0141,VPN,standard,Procurement,2026-05-25,2026-05-30,2026-06-02,U0118,approved,FALSE,FALSE,FALSE
AR00517,U0351,Salesforce,standard,Human Resources,2026-05-11,2026-05-15,2026-05-16,U0198,approved,TRUE,FALSE,FALSE
AR00518,U0002,VPN,standard,Finance,2026-06-01,2026-06-05,2026-06-07,U0387,approved,TRUE,FALSE,FALSE
AR00519,U0156,Microsoft 365,standard,Data Analytics,2026-03-10,2026-03-14,2026-03-14,U0022,approved,TRUE,FALSE,FALSE
AR00520,U0328,VPN,admin,Student Affairs,2026-03-13,,,,pending,TRUE,FALSE,FALSE
AR00521,U0128,Microsoft 365,standard,Operations,2026-01-01,2026-01-03,2026-01-05,U0485,approved,TRUE,FALSE,FALSE
AR00522,U0370,VPN,standard,Finance,2026-06-06,2026-06-06,2026-06-07,U0313,approved,FALSE,FALSE,FALSE
AR00523,U0375,ServiceNow,standard,Information Technology,2026-01-05,2026-01-09,2026-01-12,U0386,approved,FALSE,FALSE,FALSE
AR00524,U0485,ServiceNow,elevated,Human Resources,2026-06-04,2026-06-06,2026-06-09,U0131,approved,FALSE,FALSE,FALSE
AR00525,U0119,Tableau,standard,Finance,2026-05-03,2026-05-04,2026-05-07,U0113,approved,TRUE,FALSE,FALSE
AR00526,U0483,VPN,standard,Student Affairs,2026-01-06,2026-01-09,2026-01-10,U0402,approved,FALSE,FALSE,FALSE
AR00527,U0036,VPN,standard,Operations,2026-03-04,2026-03-04,2026-03-05,U0198,approved,TRUE,FALSE,FALSE
AR00528,U0373,Workday,standard,Procurement,2026-04-07,2026-04-12,2026-04-13,U0005,approved,TRUE,FALSE,FALSE
AR00529,U0128,Salesforce,standard,Operations,2026-06-10,2026-06-10,2026-06-12,U0005,approved,TRUE,FALSE,FALSE
AR00530,U0437,Salesforce,standard,Procurement,2026-05-03,2026-05-04,2026-05-07,U0402,approved,FALSE,FALSE,FALSE
AR00531,U0080,Microsoft 365,standard,Procurement,2026-03-10,2026-03-10,2026-03-12,U0407,approved,TRUE,FALSE,FALSE
AR00532,U0053,Tableau,standard,Graduate Programs,2026-02-27,2026-03-01,2026-03-02,U0087,approved,TRUE,FALSE,FALSE
AR00533,U0472,Tableau,standard,Finance,2026-01-29,2026-01-29,2026-01-31,U0131,approved,FALSE,FALSE,FALSE
AR00534,U0183,Salesforce,standard,Finance,2026-01-31,2026-01-31,2026-01-29,U0049,approved,FALSE,TRUE,FALSE
AR00535,U0220,Oracle Financials,standard,Information Technology,2026-04-19,2026-04-23,2026-04-25,U0152,approved,TRUE,FALSE,FALSE
AR00536,U0449,Salesforce,standard,Operations,2026-05-08,2026-05-13,2026-05-13,U0394,approved,FALSE,FALSE,FALSE
AR00537,U0442,VPN,elevated,Student Affairs,2026-02-07,2026-02-10,2026-02-10,U0352,approved,TRUE,FALSE,FALSE
AR00538,U0492,ServiceNow,standard,Finance,2026-03-24,,,,denied,TRUE,FALSE,FALSE
AR00539,U0164,AWS Console,standard,Student Affairs,2026-04-16,2026-04-21,2026-04-24,U0084,approved,TRUE,FALSE,FALSE
AR00540,U0215,AWS Console,standard,Operations,2026-05-07,2026-05-07,2026-05-10,U0192,approved,TRUE,FALSE,FALSE
AR00541,U0270,Microsoft 365,elevated,Student Affairs,2026-03-02,2026-03-02,2026-03-05,U0418,approved,TRUE,FALSE,FALSE
AR00542,U0472,Salesforce,standard,Finance,2026-03-31,2026-04-01,2026-04-02,U0380,approved,TRUE,FALSE,FALSE
AR00543,U0428,Tableau,standard,Human Resources,2026-02-27,2026-03-04,2026-03-07,U0484,approved,TRUE,FALSE,FALSE
AR00544,U0376,Workday,standard,Procurement,2026-04-19,2026-04-23,2026-04-21,U0334,approved,TRUE,TRUE,FALSE
AR00545,U0446,VPN,standard,Data Analytics,2026-04-04,2026-04-08,2026-04-11,U0005,approved,TRUE,FALSE,FALSE
AR00546,U0077,VPN,standard,Information Technology,2026-02-05,2026-02-08,2026-02-06,U0154,approved,TRUE,TRUE,FALSE
AR00547,U0228,Workday,standard,Student Affairs,2026-02-09,2026-02-10,2026-02-09,U0298,approved,TRUE,TRUE,FALSE
AR00548,U0203,Tableau,standard,Graduate Programs,2026-04-27,2026-05-01,2026-04-29,U0470,approved,TRUE,TRUE,FALSE
AR00549,U0217,VPN,standard,Human Resources,2026-01-24,2026-01-29,2026-01-29,U0079,approved,FALSE,FALSE,FALSE
AR00550,U0095,Salesforce,elevated,Admissions,2026-04-30,2026-05-03,2026-05-05,U0198,approved,TRUE,FALSE,FALSE
AR00551,U0100,ServiceNow,standard,Data Analytics,2026-01-20,2026-01-20,2026-01-21,U0171,approved,TRUE,FALSE,FALSE
AR00552,U0034,Microsoft 365,standard,Student Affairs,2026-03-21,2026-03-21,2026-03-21,U0470,approved,TRUE,FALSE,FALSE
AR00553,U0292,Workday,standard,Procurement,2026-05-04,2026-05-06,2026-05-04,U0478,approved,TRUE,TRUE,FALSE
AR00554,U0385,ServiceNow,admin,Student Affairs,2026-05-09,2026-05-11,2026-05-11,U0352,approved,TRUE,FALSE,FALSE
AR00555,U0460,Salesforce,standard,Student Affairs,2026-02-08,2026-02-12,2026-02-12,U0249,approved,TRUE,FALSE,FALSE
AR00556,U0149,VPN,standard,Data Analytics,2026-04-29,2026-05-04,2026-05-05,U0478,approved,TRUE,FALSE,FALSE
AR00557,U0414,VPN,elevated,Human Resources,2026-02-11,,,,denied,TRUE,FALSE,FALSE
AR00558,U0394,Oracle Financials,standard,Procurement,2026-02-03,2026-02-06,2026-02-03,U0429,approved,TRUE,TRUE,FALSE
AR00559,U0397,Tableau,standard,Student Affairs,2026-06-06,2026-06-11,2026-06-11,U0282,approved,FALSE,FALSE,FALSE
AR00560,U0413,Workday,standard,Graduate Programs,2026-03-21,2026-03-21,2026-03-24,U0386,approved,FALSE,FALSE,FALSE
AR00561,U0161,VPN,admin,Graduate Programs,2026-02-11,2026-02-11,2026-02-08,U0181,approved,TRUE,TRUE,FALSE
AR00562,U0133,AWS Console,admin,Data Analytics,2026-04-24,2026-04-28,2026-04-30,U0077,approved,TRUE,FALSE,FALSE
AR00563,U0206,Tableau,elevated,Graduate Programs,2026-02-03,2026-02-05,2026-02-08,U0313,approved,TRUE,FALSE,FALSE
AR00564,U0135,Workday,standard,Information Technology,2026-01-15,2026-01-19,2026-01-18,U0407,approved,TRUE,TRUE,FALSE
AR00565,U0149,Tableau,standard,Data Analytics,2026-04-13,2026-04-16,2026-04-18,U0449,approved,TRUE,FALSE,FALSE
AR00566,U0239,AWS Console,standard,Information Technology,2026-04-30,2026-05-03,2026-05-04,U0070,approved,TRUE,FALSE,FALSE
AR00567,U0206,Oracle Financials,standard,Graduate Programs,2026-03-29,,,,denied,TRUE,FALSE,FALSE
AR00568,U0244,Salesforce,standard,Human Resources,2026-01-10,2026-01-15,2026-01-15,U0087,approved,FALSE,FALSE,FALSE
AR00569,U0308,Tableau,standard,Data Analytics,2026-04-03,2026-04-03,2026-04-03,U0130,approved,FALSE,FALSE,FALSE
AR00570,U0488,Tableau,standard,Human Resources,2026-02-15,2026-02-15,2026-02-18,U0198,approved,TRUE,FALSE,FALSE
AR00571,U0447,Tableau,standard,Research Administration,2026-03-08,2026-03-11,2026-03-13,U0458,approved,TRUE,FALSE,FALSE
AR00572,U0085,Microsoft 365,standard,Operations,2026-04-18,2026-04-19,2026-04-22,U0386,approved,TRUE,FALSE,FALSE
AR00573,U0182,Tableau,elevated,Student Affairs,2026-05-24,2026-05-29,2026-05-30,U0045,approved,TRUE,FALSE,FALSE
AR00574,U0422,Oracle Financials,standard,Data Analytics,2026-04-28,,,,pending,TRUE,FALSE,FALSE
AR00575,U0406,Tableau,standard,Admissions,2026-01-01,,,,denied,FALSE,FALSE,FALSE
AR00576,U0328,Salesforce,standard,Student Affairs,2026-02-18,2026-02-22,2026-02-24,U0104,approved,TRUE,FALSE,FALSE
AR00577,U0108,Microsoft 365,admin,Admissions,2026-05-28,,,,denied,TRUE,FALSE,FALSE
AR00578,U0158,Salesforce,standard,Data Analytics,2026-04-27,2026-05-01,2026-05-03,U0409,approved,TRUE,FALSE,FALSE
AR00579,U0059,VPN,standard,Human Resources,2026-04-06,2026-04-09,2026-04-12,U0277,approved,TRUE,FALSE,FALSE
AR00580,U0325,ServiceNow,elevated,Human Resources,2026-01-26,,,,denied,TRUE,FALSE,FALSE
AR00581,U0316,Tableau,standard,Data Analytics,2026-06-09,,,,pending,TRUE,FALSE,FALSE
AR00582,U0298,Workday,standard,Information Technology,2026-04-18,2026-04-21,2026-04-24,U0278,approved,TRUE,FALSE,FALSE
AR00583,U0487,Salesforce,standard,Student Affairs,2026-04-29,2026-05-04,2026-05-06,U0350,approved,TRUE,FALSE,FALSE
AR00584,U0401,Microsoft 365,standard,Graduate Programs,2026-03-10,,,,pending,TRUE,FALSE,FALSE
AR00585,U0408,Tableau,standard,Procurement,2026-01-02,,2026-01-02,,pending,TRUE,FALSE,TRUE
AR00586,U0405,Oracle Financials,elevated,Finance,2026-05-13,2026-05-14,2026-05-17,U0171,approved,TRUE,FALSE,FALSE
AR00587,U0499,Tableau,standard,Student Affairs,2026-04-11,2026-04-14,2026-04-17,U0283,approved,TRUE,FALSE,FALSE
AR00588,U0373,VPN,standard,Procurement,2026-03-23,2026-03-28,2026-03-28,U0066,approved,TRUE,FALSE,FALSE
AR00589,U0324,Tableau,elevated,Admissions,2026-06-10,,,,pending,TRUE,FALSE,FALSE
AR00590,U0014,Tableau,standard,Operations,2026-06-01,2026-06-01,2026-06-01,U0277,approved,TRUE,FALSE,FALSE
AR00591,U0381,VPN,admin,Information Technology,2026-04-02,2026-04-04,2026-04-05,U0131,approved,TRUE,FALSE,FALSE
AR00592,U0414,Tableau,elevated,Human Resources,2026-01-14,2026-01-14,2026-01-14,U0313,approved,FALSE,FALSE,FALSE
AR00593,U0063,Salesforce,standard,Graduate Programs,2026-03-09,,,,pending,TRUE,FALSE,FALSE
AR00594,U0186,Microsoft 365,standard,Human Resources,2026-05-06,2026-05-11,2026-05-08,U0260,approved,TRUE,TRUE,FALSE
AR00595,U0215,Tableau,elevated,Operations,2026-04-26,2026-04-27,2026-04-27,U0005,approved,FALSE,FALSE,FALSE
AR00596,U0176,Oracle Financials,standard,Operations,2026-06-07,2026-06-12,2026-06-12,U0271,approved,TRUE,FALSE,FALSE
AR00597,U0099,Workday,standard,Human Resources,2026-05-13,2026-05-15,2026-05-16,U0429,approved,TRUE,FALSE,FALSE
AR00598,U0016,Oracle Financials,standard,Student Affairs,2026-01-22,2026-01-24,2026-01-24,U0144,approved,FALSE,FALSE,FALSE
AR00599,U0179,ServiceNow,standard,Student Affairs,2026-05-07,2026-05-08,2026-05-09,U0473,approved,FALSE,FALSE,FALSE
AR00600,U0455,ServiceNow,admin,Human Resources,2026-01-27,2026-01-28,2026-01-31,U0154,approved,TRUE,FALSE,FALSE
AR00601,U0229,Tableau,standard,Data Analytics,2026-03-11,2026-03-14,2026-03-16,U0304,approved,TRUE,FALSE,FALSE
AR00602,U0192,Salesforce,standard,Admissions,2026-01-09,,,,denied,TRUE,FALSE,FALSE
AR00603,U0310,Oracle Financials,standard,Human Resources,2026-01-30,2026-01-31,2026-01-31,U0387,approved,TRUE,FALSE,FALSE
AR00604,U0111,Oracle Financials,standard,Admissions,2026-03-22,2026-03-27,2026-03-30,U0005,approved,TRUE,FALSE,FALSE
AR00605,U0165,Microsoft 365,standard,Student Affairs,2026-04-09,2026-04-09,2026-04-09,U0130,approved,TRUE,FALSE,FALSE
AR00606,U0294,Tableau,standard,Admissions,2026-04-22,2026-04-22,2026-04-25,U0122,approved,TRUE,FALSE,FALSE
AR00607,U0024,ServiceNow,standard,Finance,2026-02-01,2026-02-04,2026-02-04,U0289,approved,TRUE,FALSE,FALSE
AR00608,U0146,Workday,standard,Procurement,2026-05-28,,,,denied,FALSE,FALSE,FALSE
AR00609,U0431,Tableau,standard,Human Resources,2026-05-17,,,,pending,TRUE,FALSE,FALSE
AR00610,U0036,AWS Console,standard,Operations,2026-04-17,2026-04-19,2026-04-21,U0373,approved,TRUE,FALSE,FALSE
AR00611,U0253,Workday,standard,Information Technology,2026-04-27,2026-04-27,2026-04-27,U0465,approved,TRUE,FALSE,FALSE
AR00612,U0025,Workday,standard,Finance,2026-03-24,,,,pending,TRUE,FALSE,FALSE
AR00613,U0046,Microsoft 365,elevated,Operations,2026-04-05,2026-04-10,2026-04-12,U0004,approved,TRUE,FALSE,FALSE
AR00614,U0023,Salesforce,standard,Student Affairs,2026-03-19,2026-03-22,2026-03-23,U0304,approved,TRUE,FALSE,FALSE
AR00615,U0474,VPN,standard,Data Analytics,2026-01-31,2026-02-04,2026-02-07,U0373,approved,TRUE,FALSE,FALSE
AR00616,U0327,AWS Console,standard,Information Technology,2026-05-14,2026-05-17,2026-05-19,U0334,approved,TRUE,FALSE,FALSE
AR00617,U0396,AWS Console,standard,Finance,2026-03-09,2026-03-13,2026-03-14,U0181,approved,TRUE,FALSE,FALSE
AR00618,U0338,Microsoft 365,standard,Admissions,2026-01-20,,2026-01-20,,denied,TRUE,FALSE,TRUE
AR00619,U0240,Tableau,standard,Student Affairs,2026-01-27,2026-01-31,2026-02-02,U0375,approved,TRUE,FALSE,FALSE
AR00620,U0390,ServiceNow,elevated,Data Analytics,2026-02-09,2026-02-10,2026-02-13,U0079,approved,TRUE,FALSE,FALSE
AR00621,U0445,Microsoft 365,elevated,Data Analytics,2026-02-18,2026-02-20,2026-02-20,U0341,approved,FALSE,FALSE,FALSE
AR00622,U0449,Salesforce,elevated,Operations,2026-03-03,2026-03-03,2026-03-06,U0144,approved,TRUE,FALSE,FALSE
AR00623,U0061,Salesforce,standard,Admissions,2026-02-24,2026-02-26,2026-02-24,U0264,approved,TRUE,TRUE,FALSE
AR00624,U0026,Tableau,elevated,Procurement,2026-04-19,2026-04-23,2026-04-26,U0105,approved,TRUE,FALSE,FALSE
AR00625,U0056,Workday,standard,Research Administration,2026-01-29,2026-02-02,2026-02-02,U0021,approved,TRUE,FALSE,FALSE
AR00626,U0273,Salesforce,standard,Procurement,2026-06-08,2026-06-08,2026-06-10,U0193,approved,TRUE,FALSE,FALSE
AR00627,U0254,Microsoft 365,standard,Information Technology,2026-02-22,2026-02-24,2026-02-24,U0298,approved,TRUE,FALSE,FALSE
AR00628,U0465,AWS Console,elevated,Human Resources,2026-03-03,2026-03-04,2026-03-07,U0104,approved,FALSE,FALSE,FALSE
AR00629,U0007,AWS Console,standard,Finance,2026-01-06,2026-01-07,2026-01-07,U0049,approved,TRUE,FALSE,FALSE
AR00630,U0305,Oracle Financials,admin,Finance,2026-05-30,2026-05-30,2026-05-29,U0242,approved,TRUE,TRUE,FALSE
AR00631,U0428,Microsoft 365,standard,Human Resources,2026-02-12,2026-02-14,2026-02-16,U0066,approved,TRUE,FALSE,FALSE
AR00632,U0232,AWS Console,elevated,Information Technology,2026-05-20,2026-05-23,2026-05-21,U0186,approved,TRUE,TRUE,FALSE
AR00633,U0171,AWS Console,standard,Operations,2026-05-13,2026-05-16,2026-05-17,U0498,approved,TRUE,FALSE,FALSE
AR00634,U0183,AWS Console,standard,Finance,2026-05-28,2026-05-29,2026-05-30,U0186,approved,FALSE,FALSE,FALSE
AR00635,U0472,Tableau,standard,Finance,2026-03-12,,,,pending,TRUE,FALSE,FALSE
AR00636,U0231,VPN,standard,Data Analytics,2026-03-31,,,,pending,TRUE,FALSE,FALSE
AR00637,U0142,ServiceNow,standard,Graduate Programs,2026-05-29,2026-05-29,2026-06-01,U0304,approved,TRUE,FALSE,FALSE
AR00638,U0291,Oracle Financials,standard,Human Resources,2026-01-03,2026-01-08,2026-01-10,U0234,approved,TRUE,FALSE,FALSE
AR00639,U0320,VPN,standard,Research Administration,2026-03-15,2026-03-15,2026-03-15,U0233,approved,TRUE,FALSE,FALSE
AR00640,U0028,AWS Console,standard,Information Technology,2026-04-21,2026-04-23,2026-04-25,U0038,approved,TRUE,FALSE,FALSE
